427,140,0
795,435,0
406,605,0
190,804,0
905,754,0
669,726,0
119,658,0
358,265,0
728,229,0
79,280,0
631,255,0
355,723,0
249,20,0
758,876,0
222,973,0
87,307,0
288,86,0
588,472,0
45,777,0
818,684,0
306,683,0
698,62,0
33,705,0
750,264,0
626,987,0
774,456,0
718,765,0
17,286,0
261,824,0
17,676,0
732,883,0
984,688,0
157,238,0
819,30,0
291,167,0
60,23,0
530,186,0
646,840,0
964,192,0
317,140,0
963,427,0
820,355,0
412,224,0
160,174,0
981,532,0
182,692,0
924,922,0
504,940,0
650,37,0
563,772,0
155,226,0
992,967,0
585,253,0
298,519,0
108,851,0
422,407,0
327,312,0
78,10,0
239,310,0
83,958,0
908,958,0
676,69,0
144,619,0
785,308,0
105,188,0
130,197,0
576,868,0
719,401,0
675,490,0
868,614,0
861,0,0
860,98,0
188,288,0
206,510,0
229,252,0
404,894,0
451,424,0
584,993,0
740,209,0
417,140,0
893,665,0
415,410,0
261,637,0
433,854,0
182,200,0
322,111,0
554,636,0
327,397,0
731,162,0
477,889,0
182,170,0
871,972,0
364,662,0
11,774,0
850,758,0
441,842,0
614,590,0
354,939,0
98,403,0
950,417,0
135,228,0
879,962,0
764,85,0
916,325,0
876,296,0
773,603,0
679,550,0
841,118,0
612,697,0
316,270,0
341,695,0
171,684,0
610,468,0
248,149,0
769,873,0
461,217,0
942,540,0
746,183,0
412,760,0
271,927,0
527,680,0
256,534,0
658,218,0
766,911,0
891,872,0
918,430,0
442,433,0
542,507,0
626,537,0
480,878,0
315,908,0
802,963,0
114,231,0
130,481,0
925,1,0
759,824,0
573,722,0
711,849,0
278,813,0
703,39,0
421,293,0
329,788,0
189,927,0
428,505,0
953,320,0
37,827,0
53,61,0
254,349,0
158,349,0
889,83,0
895,379,0
465,172,0
993,158,0
930,411,0
162,155,0
553,563,0
949,490,0
926,17,0
793,600,0
595,709,0
686,733,0
340,595,0
894,929,0
922,467,0
673,701,0
597,918,0
248,265,0
622,977,0
473,213,0
569,466,0
5,769,0
425,58,0
900,422,0
883,249,0
646,502,0
67,695,0
937,306,0
874,479,0
779,721,0
275,901,0
424,599,0
663,408,0
515,560,0
575,282,0
491,193,0
139,847,0
266,938,0
273,170,0
532,582,0
107,240,0
261,529,0
980,140,0
936,933,0
387,538,0
515,553,0
498,368,0
9,536,0
799,670,0
988,889,0
928,51,0
548,955,0
647,155,0
947,216,0
695,441,0
678,552,0
845,494,0
17,680,0
739,396,0
571,510,0
746,433,0
210,298,0
675,173,0
