756,971,0
744,438,0
68,978,0
73,705,0
980,296,0
898,856,0
66,880,0
494,269,0
701,665,0
825,912,0
812,867,0
730,124,0
329,508,0
11,105,0
944,905,0
784,937,0
667,848,0
417,932,0
947,527,0
409,453,0
902,958,0
201,837,0
972,987,0
598,320,0
790,316,0
384,535,0
146,475,0
221,933,0
502,764,0
721,636,0
433,337,0
185,78,0
137,452,0
155,724,0
398,300,0
92,86,0
467,896,0
842,721,0
787,343,0
993,233,0
362,824,0
672,197,0
524,230,0
484,182,0
761,540,0
806,510,0
161,546,0
591,695,0
317,89,0
329,640,0
72,820,0
38,861,0
385,602,0
935,450,0
13,239,0
341,263,0
90,299,0
566,325,0
764,494,0
922,667,0
403,885,0
572,23,0
593,154,0
983,16,0
358,298,0
149,33,0
194,60,0
529,44,0
467,288,0
586,188,0
147,314,0
792,998,0
599,767,0
469,743,0
991,220,0
622,790,0
236,406,0
967,276,0
130,887,0
320,385,0
368,799,0
668,953,0
204,801,0
0,11,0
115,163,0
472,217,0
828,852,0
837,557,0
134,923,0
677,547,0
400,586,0
38,428,0
572,218,0
972,977,0
752,722,0
240,917,0
916,584,0
283,246,0
223,596,0
628,634,0
619,992,0
64,544,0
441,674,0
989,500,0
450,438,0
142,867,0
476,723,0
74,940,0
303,812,0
484,139,0
65,693,0
534,335,0
55,553,0
960,110,0
408,725,0
891,231,0
281,373,0
641,236,0
631,181,0
92,148,0
130,116,0
647,152,0
441,186,0
527,340,0
421,786,0
222,837,0
524,632,0
47,272,0
718,200,0
458,463,0
489,937,0
478,908,0
783,73,0
458,584,0
550,216,0
634,374,0
341,268,0
48,960,0
188,675,0
678,665,0
91,945,0
830,811,0
469,833,0
960,322,0
695,83,0
899,328,0
159,67,0
995,297,0
368,679,0
794,273,0
875,855,0
422,346,0
113,123,0
372,293,0
122,509,0
558,70,0
483,239,0
862,858,0
496,357,0
236,606,0
96,534,0
118,559,0
146,186,0
918,439,0
898,425,0
314,645,0
219,918,0
210,466,0
318,322,0
59,463,0
256,645,0
893,834,0
326,284,0
575,467,0
971,573,0
448,323,0
467,237,0
539,79,0
774,522,0
280,923,0
113,601,0
382,391,0
134,534,0
7,133,0
636,289,0
706,926,0
11,391,0
457,822,0
117,116,0
404,708,0
11,774,0
577,845,0
175,515,0
531,243,0
906,49,0
290,458,0
159,372,0
798,521,0
332,603,0
948,525,0
824,462,0
175,318,0
177,690,0
230,95,0
25,80,0
356,735,0
224,825,0
968,977,0
870,593,0
325,909,0
563,303,0
535,55,0
270,466,0
26,502,0
859,836,0
805,258,0
966,54,0
910,129,0
939,430,0
608,941,0
289,294,0
70,798,0
43,529,0
923,255,0
22,52,0
815,265,0
235,479,0
412,861,0
228,347,0
171,156,0
689,158,0
418,662,0
262,7,0
361,325,0
711,909,0
117,244,0
720,791,0
815,299,0
453,605,0
558,45,0
367,244,0
769,243,0
193,710,0
77,475,0
469,306,0
